umap_x,umap_y
6.9103274,-0.3921652
7.954575,4.3165865
10.833451,7.5222845
18.401869,5.614183
8.033356,2.362704
5.904138,11.873925
5.538968,-1.3183334
10.4628525,8.78334
11.335658,7.7102423
4.1259966,19.575287
5.036207,7.745802
5.818233,-0.94338256
7.5868654,10.922924
11.658183,7.223152
-5.663324,4.6833873
5.800318,19.659468
7.0712337,11.296801
7.46374,11.482533
4.748111,3.8200355
9.987927,8.456798
9.548686,9.812638
7.6814475,-8.209274
8.274568,8.394766
6.417057,10.532762
5.8434925,4.111967
9.606469,9.787874
7.4248066,0.4677634
8.028261,11.402117
9.567995,2.6145504
18.265497,5.7645054
5.8365016,3.9223661
7.0657206,11.451573
0.030423565,-3.9829757
6.406113,12.014396
12.085873,7.620485
8.725615,1.550913
5.3411937,2.8110824
6.3206425,4.7385807
6.1804576,3.9314265
6.1317673,19.994843
10.067685,2.9148188
-0.29029933,-4.292699
8.89126,6.6710963
6.9503484,5.205804
7.564836,11.859415
7.133805,3.2774208
5.9107056,5.159055
4.3364105,-0.31578767
5.898047,4.1935625
8.600679,3.809951
7.6020913,3.28332
8.416599,1.5267034
-0.19405271,-4.201401
6.518225,-8.452177
11.680174,3.4135964
8.249075,1.8645344
6.0012746,12.298199
6.4087214,19.541683
5.9687257,12.149621
3.4416633,-1.305077
7.811666,3.4081483
12.0415125,7.356732
7.503413,2.9359972
7.2543178,8.078773
8.241584,4.977918
7.6275115,6.499813
6.3262095,-1.1269432
6.1233177,-1.29202
3.6763911,4.740038
7.2209563,6.2895713
-5.5894446,4.597671
7.253936,11.312695
8.854255,3.3136637
8.864194,4.5364494
8.038427,2.9616816
7.5124307,-8.520258
8.047727,-7.272992
-0.33192378,-4.330723
11.77291,7.122608
-6.651876,4.989188
3.1410415,-1.2221622
8.189011,4.7194095
4.7837853,19.618029
9.678441,10.267565
8.264234,-8.051279
-5.566332,5.0401187
6.1530957,0.08574782
8.928136,4.336358
7.2636466,4.6375804
7.3080573,3.347463
8.977971,3.8649294
5.9247212,3.395776
8.929906,4.2253556
7.7349644,-0.0040763305
5.559818,-0.9236987
10.238978,3.114419
3.261985,-1.2813982
7.6341124,12.151019
7.928576,7.8257394
6.9958405,4.907094
8.402865,10.822156
8.671502,5.936009
7.137108,-0.56056744
7.0161643,2.7276597
4.258029,6.779984
8.869817,6.0375276
7.6722856,11.982594
7.9207788,11.92409
8.359855,10.74375
5.6845126,4.576204
7.7088485,9.706202
11.470393,7.522253
7.211813,-7.0072846
7.855634,5.7793813
7.9337363,6.9648438
4.103969,-1.2491646
8.711885,3.5148757
9.607948,7.979987
7.13037,0.48003745
4.467711,19.678133
6.5444283,0.40373868
6.439521,3.2245042
-5.5506716,5.235143
6.1941767,10.303469
8.104818,6.976582
8.411983,1.1533879
6.8994064,3.788448
8.631709,7.387891
8.329521,-8.081807
18.06856,4.3865576
9.748922,9.85451
11.265013,9.224151
9.618286,9.657695
8.390311,10.281269
9.272578,8.709256
17.829212,4.447259
7.5171256,11.410041
6.337918,19.484888
6.0453544,20.071085
6.2674894,10.772838
11.1811495,8.506213
8.89167,3.9921696
8.242767,1.9345989
4.783948,3.4550447
4.87887,3.8908706
10.041875,2.8116603
6.074193,19.861898
21.769157,1.030077
9.801451,7.7388935
8.359882,3.7268338
7.0109878,0.41817468
9.219678,-8.573721
8.355953,4.3163233
8.888485,5.729881
22.80716,2.648676
5.7190785,3.2328606
-6.152785,5.4195933
7.739142,0.82231855
11.179197,8.821218
8.721277,3.126102
3.1958578,5.0462933
6.136503,4.7155557
2.9452374,-1.2049868
7.7450056,12.620675
-6.1504245,5.4477644
8.417527,10.149825
5.965945,-7.8922606
4.703509,6.481062
4.851873,3.5991852
10.740496,3.6257687
6.0559926,12.12981
12.512497,3.0317988
9.053586,4.653624
